F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
212.38,3247.08,161.91,Europe,-1.92,11.22,18.64,56.16,-11.12,22.26,-50.6,31.3,-2920.86,-813.68,-7871.55,Very low,1837.41,1,1.08,593.62,20710.8,2220.42,20556.24,18.91,1956.54,2357.61,63.42,-11855.82,1.75,-75.42,-294.72,12.02,23.52,7,-8.93
93.82,2646.48,186.18,Europe,-12.95,-1040.26,4.61,47.4,-12.88,26.7,-65.08,33.76,-1938.02,-626.03,-7515.06,High,3846.69,3,1.54,360.38,12803.4,2987.34,37776.63,21.46,2810.85,2506.11,94.02,-8876.4,0.01,-54.54,-139.98,10.86,34.05,5,393.23
219.12,1865.64,207.05,Rest,-7.27,-834.58,18.34,46.66,-6.66,27.98,4.54,14.72,-1222,-463.41,-5707.2,Low,3222.15,6,1.44,801.59,14376.24,3665.97,23430.66,17.89,83.91,2704.59,65.88,-29728.89,21.57,-144.9,-211.9,2.48,33.72,5,71.12
162.82,2838.81,220.91,Rest,-5.21,-341.14,14.27,99.44,-12.71,27.32,-19.6,40.76,-2123.68,-867.2,-7188.93,Very low,1867.65,4,6.97,826.02,13920.12,4687.47,22344.12,25.05,2459.76,556.59,68.06,-11499.39,0.06,45.3,-219.48,22.22,22.98,3,29.51
120.32,1744.53,178.76,Europe,31.51,-1058.32,7.56,50.14,-10.19,16.98,-14.64,39.7,-1586,-938.17,-8214.54,Medium,2600.04,7,3.54,482.34,13578.38,3743.37,29943.69,19.85,2694.39,5287.71,69.54,-16808.16,0,88.68,-174.98,9.32,27.24,7,96.57
138.02,4959.51,171.85,Rest,117.23,-1244.9,6.77,60.96,-12.93,42.72,-46.18,33.68,-1560.34,-698.13,-6509.4,Low,1836.51,6,6.36,807.02,13195.94,5445.42,32930.4,16.99,2265.9,1073.73,70.06,-5770.86,0.07,-88.53,-284.3,13.48,32.67,6,51.41
85.3,1953.9,237.54,Rest,-9.83,-320.84,15.35,55.5,-10.44,15.08,-26.36,35.6,-622.78,-1349.5,-10752,Very high,3415.65,6,3.35,387.4,23340.82,4283.22,24841.56,18.85,1016.58,4228.98,70.18,-30160.35,0.04,-92.76,-277.7,2.64,26.76,2,392.72
161.72,3085.71,240.52,Europe,-142.16,181.1,17.86,47.82,-6.06,40.06,51.22,28.54,-1083.58,-560.45,-8769.42,Low,1631.34,4,1.98,562.6,19281.28,3988.62,13128.15,25,4060.5,1782.78,73.96,-6343.11,3.44,-45.33,-120,1.96,30.39,6,-8.93
251.3,1252.77,190.54,USA,19.79,-200.74,15.14,46.88,-8.59,31.68,-27.08,38.78,-1229.46,-441.81,-9329.16,Low,1023.42,3,4.14,1641.05,19687.84,2870.01,25847.46,15.82,1526.7,1695.48,57.54,-16901.91,0.47,-111.84,-215.06,7.54,28.47,3,3.9
77.86,3219.93,238.81,UK,-48.73,-562.44,13.63,50.06,-8.76,16.78,88.38,48.86,-753.72,-160.26,-7339.38,Medium,3500.31,8,2.75,747.36,14854.6,2739.45,21882.18,22.57,4282.68,2878.98,59.74,-19476.06,1.58,-237.75,-310,5.76,39.36,3,181.97
138.22,2685.36,176.53,UK,-148.01,-831.94,14.78,55.18,-9.07,37,3.1,29,-947.42,-1014.96,-8374.71,High,2904.84,1,1.03,1054.56,-260.94,1580.01,31640.73,22.58,2907.63,261.69,83.4,-17128.65,256.05,-150.69,-183.02,1.36,11.58,4,49.39
236.18,2647.29,321.72,Rest,-16.82,495.48,20.74,50.92,-9.85,29.54,42.08,36.7,-562.12,-1158.02,-7257.69,Very high,2659.74,3,6.72,427.16,29396.92,3930.66,25575.03,17.57,2377.53,2323.8,65.12,-19241.37,1150.25,-377.7,-156.5,8.02,36.75,7,-8.93
117.24,2631.93,164.75,USA,-31.51,-1320.16,17.34,49.82,-9.13,25.78,19.26,27.36,-1123.76,-962.43,-7071.21,Very high,3726.57,4,2.11,824.36,15532.38,1362.54,20278.08,1.88,4247.67,2452.5,72.32,-12014.07,9.49,-146.91,-202.4,6.92,19.23,8,142.24
91.64,4412.19,221.33,Europe,-22.11,-1789.94,16.37,52.3,-10.18,22.66,19.08,34.38,-1604.78,-427.4,-7621.11,Low,2743.44,5,2.66,615.7,11646.02,2726.85,21808.62,17.89,2455.44,2760.99,69.92,3523.02,10.64,1.56,-271.04,5.26,18.15,6,158.89
68.04,3452.58,188.54,USA,-3.34,-1059.72,16.42,52.32,-9.3,32.78,-34.62,25.78,-720.24,-868.56,-9364.89,Low,4338.51,4,0.75,749.69,33105.9,2681.37,23422.2,16.48,3341.22,2245.11,62.5,-4411.59,4.45,-51.93,-110.82,5.82,19.29,2,618.96
129.26,3549.15,262.17,UK,-8.3,70.36,18.27,48.12,-9.96,22.9,-92.66,25.12,-1658.4,-446.14,-10154.82,High,2694.75,5,2.84,766.02,16027.9,3801.51,15179.25,18.87,3079.71,1332.48,76.62,-34565.79,0.98,-226.29,-145.38,5.36,36.54,6,60.92
202.98,2999.13,122.17,USA,-20.26,860.78,25.41,36.32,-8.68,49.48,20.5,32.5,-1295.62,-1225.23,-7872.48,Medium,730.68,3,2.73,661.87,14292,3163.35,8294.1,19.42,4081.77,2053.38,80.1,-28493.43,13.81,-123.18,-243.1,13.6,40.95,3,208.6
231.68,2418.42,245.16,Rest,-33.39,-113.64,12.63,50.52,-7.01,28.4,29.96,37.8,-1097.38,-405.2,-7350.78,Low,2251.53,4,6.5,611.48,10815.14,2706.81,15606.24,19.56,3260.76,1319.37,66.56,-25481.04,0.41,-118.8,-331.8,14.74,35.73,4,-8.93
94.9,3706.86,122.93,UK,-15.37,-1178.86,18.63,50.78,-10.77,23.96,33.54,41.9,-1146.54,-1002.62,-7762.29,Very low,2538.69,5,1.14,986.1,12264.94,3525.57,22824.9,12.86,2007.21,2531.91,81.94,-21680.13,1.65,-125.01,-198.48,3.9,24.12,4,85.12
166.34,2064.3,125.24,Rest,-68.26,-893.88,14.05,56.54,-7.86,22.96,22.92,40.86,-1058.74,-694,-7673.04,High,3475.68,5,2.66,916.51,18478.08,1546.77,32676.24,12.75,3477.84,1950.3,78.44,-16839.84,0.02,7.08,-169.22,2.66,25.77,2,258.64
125.16,1682.04,208.37,USA,14.03,-352.34,11.48,67.06,-5.82,29.06,-4.18,34,-1841.22,-1040.76,-7517.49,Very high,2833.92,6,9.53,1212.84,8669.88,1817.52,11327.4,17.31,2424.93,2176.65,60.8,-23179.05,0.62,-125.4,-118.12,14.62,15.21,4,-8.93
287.76,3605.52,195.13,UK,-23.12,-441.04,15.54,46.22,-13.18,27,40.72,41.94,-2201.92,-520.41,-7035.6,Very high,1906.26,6,1.81,1036.15,11963.26,4382.34,41659.26,22.39,2100.54,1904.97,74.04,-13313.64,3.12,-15.66,-78.08,16.7,22.38,2,347.7
226.04,2829.15,181.7,Europe,10.9,-1432.4,16.92,56.26,-6.8,23.3,64.44,45.22,-2517.22,-1512.96,-4903.02,Very low,2652.03,2,2.77,1087.82,16596.66,3236.07,15762.18,19.76,2516.34,1352.1,67.4,-15209.31,0.17,-136.35,-147.26,0.62,14.7,4,-8.93
147.16,3861.12,163.58,UK,-17.97,-707.48,14.03,53.98,-13.13,34.54,44.46,36.52,-3013.24,-1215.98,-11127.72,Medium,2371.17,4,1.2,825.16,26091.02,4830.39,21339.36,15.6,3982.11,2967.45,38.44,-14534.61,7.83,-39.99,-140.88,7.98,14.64,1,296.2
201.88,3486.06,202.42,Europe,-10.75,-539.16,20.61,44.74,-14.85,18.7,-29.82,27.06,-905.72,-776.96,-8718.09,Low,3242.7,1,3.35,840.41,12331.74,2657.25,20860.35,19.74,3894.57,1450.86,62.16,-20892.24,19.09,-56.91,-119.06,22.84,32.79,3,215.3
150.34,2703.48,313.79,USA,-65.64,-635.98,15.2,44.98,-4.03,37.74,-7.64,37.98,-613.9,-928.52,-7188.51,Very high,2512.32,3,2.9,659.29,24716.2,2972.07,28812.27,18.37,2896.26,1395.15,54.76,-21732.24,14.05,-25.53,-219.04,1.78,10.62,0,351.45
94.48,3441.63,134.61,Europe,-36.11,6.22,12.18,42.08,-10.08,26.62,-50.7,42.58,-2218.9,-792.24,-6909.78,Medium,2338.68,7,1.82,779.72,1716.62,4129.14,33364.47,16.55,3267.36,1441.65,73.44,-3525.15,23.92,-167.49,-115.1,2.42,15.54,4,497.9
204.94,4252.08,109.33,Rest,33.68,-878.62,15.29,48.62,-9.22,29.38,103.52,47.6,-732.84,-665.62,-7731.27,Medium,3136.56,4,6.42,1108.67,26363.64,2238.57,31256.97,30.15,2252.55,3256.83,66.6,-21110.04,34.69,-162.45,-180.5,10.1,31.89,4,-8.93
100.42,1415.58,180.71,UK,-68.12,-224.32,16.29,56.72,-11.86,30.24,-109.3,22.46,-1494.8,-955.51,-7075.5,High,1798.2,5,2.09,947.56,20832.2,2734.02,10120.53,23.4,3300.51,1824.75,57.48,-28334.31,4.47,-68.73,-184.38,7.14,17.46,4,196.64
154.28,2872.32,214.33,Rest,6.37,-1061.38,9.39,47.06,-13.1,33.58,23.6,37.38,-2067.92,-922.43,-6182.52,Low,2570.64,8,1.2,702.67,10819.56,3419.82,22867.08,26.72,2906.82,1408.08,41.94,-2798.4,0.9,112.83,-146.38,5.32,22.95,7,342.94
172.2,3377.94,190.43,Rest,-10.96,-457.64,15.2,55.82,-13.78,29.22,37.62,36.98,-2167.6,-1333.77,-6457.47,Medium,1275.51,3,5.73,1137.17,9977.52,1339.62,16003.95,18.22,3380.04,3300.72,67.48,-4296.96,0.26,-259.11,-172.52,11.46,25.26,2,262.22
187.9,3210.9,171.89,UK,31.97,-789.78,15.22,57.02,-12.31,25.3,-55.16,25.44,-2395.02,-785.72,-7272.39,Low,3317.34,7,3.8,726.97,18633.76,2916.12,7911.48,15.14,4080.06,157.92,72.94,16372.62,152.89,-76.17,-132.92,4,6.09,6,163.29
27.12,2348.19,230.69,Europe,-78.65,-177.48,15.14,52.14,-11.46,28.52,18.22,53.46,-1035.3,-1110.41,-6051.6,Medium,2272.86,5,5.39,950.87,15769.08,1465.05,8417.01,16.89,940.83,1659.72,73.08,-24195.6,0,-109.29,-108.68,5.08,15.66,1,457.87
176.86,3239.94,194.3,USA,-91.93,-704.98,15.28,46,-12.41,30.92,9.58,34.12,-3043.36,-748.91,-7351.74,Low,3298.77,5,5.3,144.32,22150.76,3207.6,28246.17,15.03,2561.01,2366.4,76.58,-5437.2,0.13,27.18,-118.28,3.44,32.97,2,486.46
264.22,2861.46,127.8,Europe,2.06,-709.42,14.91,44.34,-11.17,24.32,-18.72,35.38,-684.38,-1344.1,-7248.21,Medium,4138.41,5,3.93,1263.56,16487.88,3509.37,26220.33,18.05,3590.01,1257.69,57.72,-10018.47,4.67,-15.33,-220.38,5.02,19.59,5,227.6
142.58,1277.94,180.36,Europe,19.85,-965.28,18.07,53.46,-6.78,45.4,-51.82,25.54,-2334.46,-789.49,-7434.57,High,1381.14,5,5.7,876.46,14124.06,3287.37,10304.88,17.97,3219.18,798.63,65.46,-10532.25,0.68,1.8,-266.3,3.24,20.25,3,157.43
249.96,1101.21,212.59,Europe,24.06,-828.94,18.03,56.58,-15.44,33.96,14.18,28.24,-2747.16,-850.55,-10374.12,Very low,2883.15,4,0.39,551.11,22274.02,2173.71,39359.16,18.77,1007.43,3519.84,81.6,-10072.89,9.75,-38.25,-222.1,13.22,32.25,5,409.67
55.54,2210.07,216.65,USA,-29.58,-1272.12,17.96,45.46,-7.87,25.4,-38.8,37.6,-598.64,-908.57,-5237.73,Low,1417.95,2,1.16,818.2,11868.58,3659.85,14595.18,20.13,2356.2,3086.91,70.94,-13124.49,0.19,-47.58,-231.48,6.62,46.86,4,58.26
258.98,3048.51,191.25,UK,-1.43,-2095,16.9,40.76,-10.66,25.08,-59.72,36.04,-1603.6,-731.45,-7436.85,Medium,2980.29,3,6.19,729.32,-1348.98,3999.03,7385.91,16.28,3045.9,1421.49,90.9,-15223.8,1.21,-13.68,-195.6,5.22,19.59,5,1.92
74.14,2809.08,246.02,USA,-26.91,-1109.98,21.82,52.7,-6.72,27.8,7.28,37.9,-2610.5,-837.99,-5593.14,Very high,2349.48,5,3.59,532.04,13643.42,3472.89,27753.09,20.47,2039.37,2174.1,71.66,-23050.11,0.06,-110.85,-158.26,3.82,15.54,5,119.67
180.58,2597.49,163.2,USA,36.78,117.28,15.18,44.7,-13.13,34.5,77.76,34.26,-784.26,-1087.79,-7514.97,High,3441.18,8,2.98,519,12175.9,3610.89,1767.87,24.27,972.24,72.42,91.18,-15882.18,0.11,-127.8,-270.68,44.54,36.24,6,726.46
254.6,3846.99,199.5,USA,30.99,141.6,4.82,54.8,-8.43,1.98,-2.98,49.5,-3151.78,-1243.95,-7907.55,Very low,3713.22,9,6.4,962.07,5150.98,3688.2,19738.17,16.89,4158.21,2504.37,72.68,-7970.58,6.44,62.28,-239.34,9.28,29.19,8,-8.93
195.14,3216.39,184.1,UK,-51.67,-775.46,21.57,52.1,-11.32,20.32,59.84,36.32,-1596.06,-446.51,-7742.7,Very high,2425.8,5,1.81,941.73,12142.44,4035.54,11271.57,19.11,3418.92,1825.17,80.7,-22318.41,0.28,-225.66,-230.62,6.72,46.14,2,315.08
150.92,2601.12,185.17,USA,-9.99,-610.28,16.06,58.9,-7.74,23.46,136.24,-6.4,-1752.34,-701.03,-9389.7,Low,3291.15,2,3.43,1056.91,6389.5,3459,22263.93,28.89,1682.46,4275.09,69.42,-3995.67,0.05,-156.42,-256.1,6.02,25.32,5,-8.93
207.76,3103.41,276.25,UK,53.09,-461.46,14.77,55.14,-10.14,32.54,33.5,16.88,-952.16,-985.67,-8956.44,High,3891.48,6,9.06,755.02,3000.18,3334.98,40468.08,26.13,4556.22,1726.83,53.62,-26048.13,0.01,-49.71,-153.2,0.82,27.06,5,-8.93
104.72,2024.82,196.46,Rest,-8.9,-714.74,12.62,54,-11.85,25.94,-54.86,48.02,-1025.76,-210.48,-7197.87,Medium,2462.94,7,2.26,934.36,13613.22,2990.37,35806.89,23.08,1893.78,1678.65,69.62,-23634.63,0.28,-11.94,-136,8.62,29.67,5,271.24
138.38,2303.31,193.55,USA,11.64,-818.94,16.3,61.16,-11.59,16.06,74.1,42.42,-394.16,-804.06,-7684.65,Very low,4631.94,5,4.72,184.68,29145.04,3845.88,13251.36,27.42,604.23,463.68,65.44,-3773.34,0.66,-239.94,-86.44,6.36,9.06,2,458.12
58.84,1944.63,187.96,Europe,132.33,184.96,15.21,51.08,-13.11,19.52,26.94,40.26,-3344.42,-476.7,-6663.42,Medium,1940.46,3,0.25,-51.1,23063.32,2488.26,17620.23,17.59,3713.61,1903.14,72.34,-8212.86,10.37,-114.6,-135.98,4.22,17.01,7,364.16
190.78,2809.05,218.39,Rest,-18.39,-1472.96,18.1,37.38,-9.34,21.3,28.58,34.66,-1428.2,-935.99,-6333.27,Very low,2634.51,6,5.42,1501.03,20454.88,2907.6,26172.66,17.23,2929.53,1829.85,61.64,-6479.58,0.05,18.75,-159.5,14.62,28.02,7,-8.93
89.22,4486.41,176.64,UK,2.1,-1124.14,21.14,57.54,-10.86,31.12,75.2,36.46,-1057.42,-1075.04,-8332.59,High,2054.67,2,2.08,761.51,6918.14,2404.08,33502.53,18.42,3524.64,2369.85,63.32,-21259.86,0,-202.26,-178.82,5.46,40.02,5,41.79
214.64,1021.62,74.43,Europe,-10.49,-210.6,15.76,61.44,-12.14,31.32,-62.9,30.02,-1745.8,-947.37,-6685.11,Medium,3021.75,5,2.55,597.73,8641.14,3322.59,20845.35,16,3259.17,1386.33,70.62,-11267.61,0.28,-181.08,-207.78,5.04,27.84,6,333.74
113.9,3016.98,194.02,Rest,-95.44,-1050.52,22.65,60.06,-5.99,29.92,-88.82,33.32,-2304.62,-241.37,-8409.12,High,3239.7,5,5.36,789.78,-4659.28,2139,23481.51,18.52,3301.44,2549.43,75.76,-3081.12,0,-111.78,-142.74,4.82,29.01,5,11.72
194.64,2555.1,197.61,USA,22.21,-893.04,35.43,57.96,-9.67,26.68,-36.66,33.32,-19.86,-447.93,-7925.61,Very high,569.61,3,5.86,1236.91,22621.12,3502.62,20435.55,15.18,2164.32,404.82,87.38,3240.45,31.07,-121.74,-285.46,32.58,31.08,4,202.26
138.36,1908.48,240.99,UK,-26.57,-1102.78,8.19,53.62,-12.3,26.9,61.32,28.32,-1444.42,-1010.49,-6660.27,Very high,2465.1,6,13.58,707.52,11983.54,4366.56,29006.01,22.81,3041.55,571.77,78.04,-5655.69,0.11,-156.15,-213.04,8.66,12.87,5,-8.93
167.44,3334.86,190.79,Europe,1.1,-1591.14,17.92,48.16,-6.46,15.82,80.38,25.72,-1474.32,-922.85,-9009.72,Medium,2433.33,5,1.91,857.51,13925.7,3166.08,29372.64,23.61,2610.03,3103.35,54.62,-3325.95,17.59,-104.4,-165.14,3.38,39.57,3,292.07
213.96,2947.83,94.55,UK,27.24,-1395.36,15.78,79.64,-13.4,30,28.16,42.34,-1735.86,-700.49,-6694.26,Very high,2711.04,2,6.16,379.89,20478.3,2735.13,18242.79,19.52,2394.66,3889.92,69.88,-5389.77,3.35,-138.12,-134.74,5.64,27.09,5,68.28
103.16,3190.68,186.27,UK,-18.86,-625.9,16.91,57.82,-14.15,2.84,30.28,33.1,-4840.24,-1005.97,-8782.47,High,3288.24,2,6.01,596.06,10738.06,3422.52,17692.35,16.16,3410.07,1276.41,69.4,-17874.09,0.11,-110.25,-60.58,11.8,39.63,4,62.22
164.58,1713.3,117.71,Europe,-120.67,-562.38,19.33,65.64,-10.6,19.96,25.12,42.44,-1627.2,-607.04,-5060.7,Medium,2526.03,6,5.6,1401.02,11486.08,7322.88,25125.42,24.43,1747.83,3288.69,70.54,-17392.86,5.64,-234.99,-128.14,9.84,27.93,2,365.14
148.36,2963.88,156.9,UK,25.59,-1033.64,15.72,55.54,-6.76,23.06,-35.32,39.26,-1228.42,-900.86,-6320.25,Low,3578.61,3,1.62,698.43,18897.6,3846.54,20359.92,7.84,4468.83,539.58,71.98,-13068.99,0.02,-54.21,-190,6.14,15.6,3,29.29
192.92,2244.99,199.21,UK,-33.3,108.14,12.61,32.92,-11.82,15.46,-25.76,46.94,-3335.36,-1215.77,-7689.57,Medium,1391.55,5,4.59,515.6,16256.88,3921.78,22086.69,27.68,3293.43,5196.21,59.22,-5412.45,1.2,-77.97,-226.84,14.78,29.67,2,163.37
236.8,3127.44,162.5,Europe,32.53,-767.12,14.65,49.78,-8.42,9.44,1.2,25.46,-1308.8,-855.4,-7520.52,Medium,1543.32,6,2.75,505.05,15632.82,1946.07,16892.13,-4.44,2449.26,1013.94,70.12,-17473.59,12.03,-137.07,-241.96,6.32,36.66,5,241.52
219.12,1810.47,203.22,Rest,31.6,-1509.18,13.15,53.66,-10.38,22.2,-28.94,32.28,-1341.32,-447.94,-7634.79,Very low,2512.65,5,4.9,1415.4,4974.56,4875.36,12092.91,20.4,3044.07,719.01,87.32,-12461.37,14.59,-87.99,-132.96,2.06,31.11,3,119.4
116.66,2343.66,194.71,Europe,8.68,1050.56,13.89,53.06,-7.13,27.74,-41.62,42.38,-1950.16,-1390.22,-5292.69,High,1853.28,3,4.57,467.53,9121.62,2444.19,26888.04,21.6,1120.17,2476.44,61.54,-12474.03,0.29,-172.38,-134.4,9.1,10.23,1,186.47
94.62,2968.29,194,Rest,-14.69,13,14.59,50.02,-9.7,20.5,-19.8,7.78,-1414.64,-588.99,-7592.94,Very high,1230.3,9,6.85,404.33,19595.72,1976.13,9253.47,18.59,2628.78,1894.53,68.54,-42830.7,7.65,-183.06,-149.06,14.14,26.49,4,265.04
194.74,2062.56,103.74,UK,42.74,-245,13.42,49.74,-5.27,15.86,-82.6,-15.86,-1491.4,-853.2,-7439.1,High,2636.34,4,3.22,1107.34,7216.04,4157.37,5673.06,13.35,2842.71,974.97,69.06,-8054.64,8.47,-66.63,-124.48,6.2,31.8,5,27.37
238.5,2654.07,224.92,USA,-29.66,-773.84,16.26,52.64,-12.12,10.46,46.12,34.5,-2373.22,-733.72,-7576.26,High,683.04,4,3.68,1413.58,23486.66,1971.48,25941.36,7.32,1705.59,688.71,73.22,-13789.32,0.1,-106.08,-127.94,1.06,26.43,1,711.37
14.5,3629.52,166.55,UK,-17.36,-819.14,25.04,36.7,-9.54,37.26,64.82,26.64,-2303.58,-1447.63,-9210.84,Very high,4111.59,3,0.49,560.93,21434.52,3139.59,28583.64,17.77,3160.17,572.73,79.16,-20303.46,0.18,-81.27,-164.86,8.74,13.86,6,88.56
64.42,2938.32,179.76,Europe,40.84,-1036.38,14.24,60.24,-11.68,28.9,63.96,24.48,-1123.26,-878.71,-6877.71,Low,1417.62,2,1.55,1454.34,18769.22,4102.71,29844.87,14.01,2126.1,-2726.01,71.86,-15070.29,2.71,-89.43,-139.44,11.36,12.42,2,326.23
177.58,1440.42,172.37,USA,-38.36,-603.74,11.29,30.24,-8.32,48.14,-35.82,28.2,-2266.62,-515.91,-8207.46,Medium,2513.22,5,3.73,549.75,13001.92,2900.7,40990.83,19.13,3616.41,392.61,78.5,-2326.92,14.65,-132.96,-183.36,3.62,26.28,8,-8.93
263.04,1471.26,165.31,Rest,-7.47,-1344.22,16.92,48.6,-1.14,34.58,36.86,30.88,-1779.44,-683.18,-5021.52,Medium,1561.17,3,2.7,932.39,14240.66,3362.25,27258.03,15.84,4066.32,1133.67,51.9,-784.41,5.41,-144.18,-237.64,2.34,42.84,7,-8.93
113.56,3437.91,202.55,Europe,-24.07,-1231.36,10.35,39.7,-12.66,25.22,9.46,35.64,-1691.62,-789.59,-6849.15,Very high,2573.82,4,5.03,702.05,15431.8,2813.79,22287.63,12.01,2268.93,637.89,76.94,-34080.99,0.1,25.5,-189.82,6.84,25.2,2,469.53
228.48,2124.42,179.67,UK,-13.31,-789.22,24.1,56.56,-13.97,25.62,53.84,35.46,-1269.06,-176.03,-7564.98,High,2517.03,3,1.16,831.45,7926.94,3151.26,23944.08,19.7,2223.36,2009.64,59.46,-19079.34,1.26,-7.35,-311.1,3.16,28.86,7,111.75
155.3,1205.88,177.84,Europe,22.61,-1223.04,15.75,39.14,-10.06,22.22,42.86,33.12,-1557.12,-986.47,-7101,Very high,2576.37,3,0.96,791.18,8407.32,2328.15,15598.77,28.76,3235.89,-267.51,70.76,-13824.09,6.2,-90.6,-217.78,3.38,31.89,3,525.97
236.14,2967.36,223.89,UK,47.19,-857.08,15.29,50.78,-12.06,12.6,111.48,40.64,-1725.06,-1290.41,-10118.82,Very low,3582.36,5,5.36,335.26,28276.96,2884.41,13956.33,24.76,2423.82,1823.4,67.38,7901.91,6.27,92.88,-186.48,15.14,12.9,7,3
134.88,4245.6,195.36,USA,57.56,-776.64,14.7,52.52,-7.07,27.52,-16.34,29.96,-68.06,-1118.99,-8150.13,High,3121.05,4,0.48,421.66,10425.86,2933.19,15192.33,19.34,3168.81,-1125.27,64.92,-7598.85,256.73,-225.48,-95.52,5,25.08,3,640.84
164.46,3258.24,168.37,USA,-93.8,-1289.54,11.64,53.46,-9.33,21.82,4.22,41.98,-1267.56,-1071.35,-8632.89,Low,2513.64,3,0.85,869.76,10670.24,2759.31,16409.73,17.65,3924.63,795.78,67.94,-24247.14,3.23,-64.11,-296.88,12.42,25.83,3,308.08
136.82,2511.9,135.59,USA,-23.78,-1547.9,17.23,47.52,-8.12,15.96,78.04,44.32,-632.76,-533.19,-6433.2,High,4606.95,7,7.48,293.54,11752.36,4307.1,5636.97,10.16,2151.66,-1642.41,67.42,272.97,0.01,-143.58,-258.7,0.34,32.13,5,195.85
244.3,2168.16,216.11,USA,-31.45,-1768.38,15.6,48.9,-7.6,27.32,-2.06,26.4,-1252.78,-828.68,-7492.23,Medium,1782.03,4,4.76,512.88,20412.98,3832.14,13488.45,13.4,3550.59,1312.08,68.32,-19178.22,1.03,-227.88,-188.02,3.3,15.12,3,76.36
197.02,2689.62,222.01,Rest,-1.49,447.26,18.15,49.02,-6.49,26.2,5.52,37.6,-1327.34,-570.04,-7834.38,Low,2306.61,7,4.06,760.76,15181.26,3065.73,24810.6,14.5,2507.49,1473.18,70.44,-21621.42,3.14,-115.59,-217.24,6,35.46,5,12.64
205.1,1280.67,180.43,UK,-4.48,-679.34,15.31,59.26,-12.45,21.26,-93.72,36.06,-1747.38,-662.16,-7341.96,Medium,1715.13,8,5.89,601.51,15973,1543.86,12465.66,35.2,3259.47,-223.41,71.9,-9059.22,93.38,-27.84,-180.28,8.1,23.73,1,286.24
291.64,3779.07,176.06,Rest,-26.11,-780.84,19.99,51.38,-15.03,27.32,27.92,37.84,-2494.68,-934.57,-7596.51,Very low,1748.04,5,1.34,745.03,20456.88,4317.33,27893.88,18.15,3215.16,-443.88,67.44,-11799.12,0.07,-82.35,-243.34,3.4,25.89,6,235.26
150.76,3178.23,259.47,USA,23.65,-216.56,20.58,41.22,-10.23,27.12,0.28,43.62,-3755.26,-930.19,-9629.52,Low,1639.47,2,5.27,520.16,19447.64,4639.35,13574.01,19.49,3694.98,4776.03,71.2,-6236.85,5.21,-161.31,-80.4,12.96,18.21,4,-8.93
182.66,3876.45,163.95,USA,-20.05,-379.72,12.66,44.5,-11.4,34,57.96,37.48,-1845.78,-1059.77,-8424.39,Very low,2350.62,4,2.57,1241.22,25352.4,3335.49,29471.46,10.73,1934.01,1731.21,72.74,-9727.77,0.26,-18.12,-232.58,2.26,23.31,6,20.6
137.5,2519.22,179.87,USA,61.13,-741.22,16.13,60.32,-12.57,21.88,62.5,31.08,-1121.14,-878.27,-4933.35,High,4600.32,5,2.64,572.84,240,1817.01,25912.92,16.28,3813.72,600.99,59.06,-5273.37,1.45,-40.59,-155.42,7.78,19.71,3,723.93
93.26,1559.91,193.66,USA,29.56,-926.16,17.93,53.16,-7.51,26.4,6.84,26.36,-400.08,-169.04,-8128.38,Very low,1825.8,5,5.13,453.76,19065.12,4245.06,22709.34,22.36,4063.17,1355.82,77.04,-25213.53,0.03,-114.51,-198.4,4.16,19.44,3,-8.93
33.06,2400.33,187.49,Rest,-22.24,-268.06,12.75,62.56,-7.25,29.54,72.52,26.82,-1914.44,-714.22,-8346.33,High,2899.23,7,3.6,884.57,7191.22,4667.67,28384.11,18.23,2503.29,2390.19,76.9,-20817.51,7.78,-7.32,-168.74,10.84,18.54,4,192.62
213.08,2965.2,188.8,UK,-35.75,-636.38,17.36,38.56,-8.39,35.38,-105.84,22.84,-1367.5,-1141.05,-8694.69,Medium,2227.38,4,1.24,600.95,5700.56,2543.79,27038.67,16.94,1463.7,619.77,84.92,3447.39,0.31,-209.94,-125.44,9.8,36.9,5,76.07
161.04,2181.54,136.01,Rest,1.62,-1148.26,10.99,56.36,-12.71,7.32,4.16,37.1,-327.54,-706.85,-8850.36,Very low,1328.52,3,2.64,568.17,14279.5,3837.03,15348.84,17.99,2174.58,637.44,68.48,-31333.26,1.73,-81.45,-241.3,2.4,33.15,1,237.17
213.48,1612.5,152.81,Rest,-19.43,-140.66,17.44,62.7,-12.35,12,13.18,48.92,-1837.62,-1242.73,-7973.79,Very high,1060.71,4,3.7,553.9,13099.46,3536.58,15533.55,19.33,791.91,1458.9,57.98,-14964.24,0.89,7.53,-176.6,0.1,5.1,3,379.33
168.96,1727.1,184.13,USA,35.2,-1122.78,17.13,45.82,-13.35,23.58,-72.1,36.62,-987.96,-916.85,-7633.17,High,3689.64,3,1.96,453.36,12424.2,3864.39,21731.37,18.89,2483.61,1807.65,85.76,-9724.14,0.3,-99.72,-90.32,12.1,13.98,4,671.4
