F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-12.442,1,12.160151,4.325,1019.05,5.067,4.0941,-6948.22,1,9953.64,0.34092,-86166.9,1.73,-3655.11,14.442,-1.3616,7679.98,-9606.02,-4.6455,,False
-52.48,1,13.0096,8.172,1551.89,5.042,3.52749,-8799.22,1,9585,2.2215,-85236.87,0.73,-3653.7,6.429,-2.674,15717.18,-9760.42,-4.27569,-9.96,False
-12.882,0,18.732,9.642,1679.15,4.7492,4.1607,-1871.22,0,10665.84,2.9199,-86107.686,1.73,-3534.126,2.319,-1.2804,15394.58,-9449.98,-4.4061,-10.57,False
-13.292,0,12.2137,6.54,1446.45,4.5932,4.526,-4990.06,0,8436.84,0.8199,-86208.06,1.73,-3255.81,6.162,-0.5274,20475.98,-9431.46,-6.7713,-12.31,True
-9.762,0,13.6008,7.82,1531.31,5.623,4.688,-5411.02,0,10062.24,3.435,-86191.5,0.73,-3512.268,1.8372,-2.2168,16701.18,-12151.82,-5.706,,True
-12.885,1,12.161546,4.5016,2467.25,4.4734,4.2274,-5387.82,1,9636.9078,1.7142,-85840.68,0.73,-4763.55,1.4151,-6.586,16294.12,-12751.82,-6.1827,,False
-15.48,0,13.3866,7.852,1530.88,4.34932,4.785,-5254.7,0,9602.74,1.7718,-86040.81,1.73,-4617.15,11.163,-3.108,16007.66,-9588.44,-8.367,-12.11,True
-12.99,0,13.8032,6.238,1717.65,4.5661,3.8995,-5482.02,0,9595.46,0.7812,-86190.93,1.73,-4309.35,4.584,-3.576,18837.98,-9552.16,-5.4204,,True
-7.286,1,14.698,12.08,1659.21,4.6247,4.466,-3940.22,1,9853.64,1.6074,-86130.702,0.73,-3918.75,1.8588,-1.1592,15822.58,-8357.42,-4.7832,-10.62,False
-5.827,0,12.165326,4.3466,3330.35,5.0221,3.5989,-6642.62,1,9602.9,3.534,-86173.14,1.73,-3887.85,2.9232,-3.006,16706.18,-9672.22,-4.4748,-9.91,False
-7.694,0,12.35654,5.281,1931.75,5.1516,4.3079,-4922.72,1,10546.84,6.924,-86051.79,1.73,-3615.63,2.7255,-1.2084,16284.14,-9652.02,-6.3459,,True
-8.877,0,12.22298,5.5176,1660.9,6.484,5.332,-5882.02,0,9659.66,1.3584,-86150.91,0.73,-3615.57,5.694,-4.214,17855.18,-9737.82,-5.463,-12.49,True
-24.9,0,12.33844,7.536,1720.55,4.4454,3.5618,-4103.82,1,9626.636,2.4477,-86055.99,0.73,-3878.85,1.4844,-1.5978,16058.56,-6487.82,-5.1843,,False
-18.08,0,13.0554,11.052,1629.72,6.119,5.098,-5094.74,0,10058.64,3.369,-86319.45,1.73,-3599.37,3.603,-0.5173,16005.96,-9617.62,-6.4572,,False
-7.921,1,12.5164,5.2438,1897.65,4.9471,4.1729,-4937.42,0,9700.4,2.481,-86055,0.73,-3624.78,8.652,-1.8896,15751.18,-9389.334,-8.652,,False
-5.22,1,15.034,8.052,1509.08,5.676,4.711,-4185.42,1,9426.04,7.371,-86350.65,0.73,-3430.71,2.5995,-0.6276,16090.28,-9950.82,-4.4133,,False
-23.14,1,13.6296,5.4112,1503.17,5.152,3.7352,-5209.46,1,10159.44,2.2392,-85988.97,0.73,-3589.08,1.4793,-1.1126,17148.78,-13661.82,-8.484,,True
-15.16,1,12.18086,4.5896,1602.56,5.814,5.073,-5240.04,1,10044.64,7.266,-86116.926,0.73,-3591.9,2.3778,-2.584,16359,-11346.62,-9.891,-13.11,True
-6.889,1,12.19784,5.2536,1742.95,4.7314,4.494,-5198.82,0,10081.44,11.664,-86228.46,0.73,-3953.25,6.981,-2.33,16341.14,-9761.82,-11.961,-11.23,True
-8.571,0,12.23678,4.5456,1360.95,4.7263,5.231,-5261.62,0,10354.24,1.8792,-86293.47,1.73,-3678.93,2.6328,-1.0382,15602.98,-11037.22,-8.244,,False
-5.094,1,12.8458,6.06,1908.65,5.4,5.686,-5314.42,0,9734.76,3.501,-86121.246,1.73,-3774.87,3.7827,-2.778,16404.78,-9504.62,-5.2887,,False
-19.58,0,12.6804,6.834,1560.42,4.7318,4.1799,-5180,1,10351.84,7.65,-86004.51,1.73,-3540.72,1.5552,-1.5002,16130.72,-14081.82,-7.338,-12.38,True
-9.338,1,12.160316,5.488,1888.55,5.557,3.49075,-5519.62,1,9743.5,2.9961,-86004.9,1.73,-3727.89,1.4532,-5.118,16988.98,-12551.82,-5.8716,-12.4,True
-20.72,1,12.30482,8.01,1576.136,4.7565,4.526,-5185.1,0,9901.04,1.8282,-86442.27,0.73,-3709.62,2.4594,-1.9028,17280.18,-10477.82,-9.048,-12.18,True
-6.797,0,14.1474,6.1188,1619.1,7.958,3.8028,-4719.22,1,9483.22,2.328,-86186.76,1.73,-3501.033,1.3782,-3.278,15966.98,-6979.82,-6.5649,-10.98,False
-8.15,0,12.164692,4.31476,2591.35,6.211,3.758,-8627.22,0,10085.24,0.8514,-86136.96,1.73,-3601.95,3.6027,-2.348,18419.98,-10211.22,-4.31001,,True
-5.114,1,12.9134,5.9666,1965.85,4.3776,3.5773,-5204.1,0,9953.24,1.2612,-86045.94,1.73,-7387.05,2.0091,-2.05,15065.78,-11441.82,-12.147,,True
-4.5121,0,14.924,7.136,1742.45,4.6129,4.605,-7091.22,0,9609.16,0.9153,-86589.27,0.73,-4732.35,3.4428,-7.188,14899.18,-10127.82,-4.7565,-9.9,False
-10.887,0,12.167232,10.536,1554.92,4.39,3.460056,-5190.58,1,9587.16,7.518,-86102.777,1.73,-4249.05,3.6066,-3.326,16425.78,-9871.22,-9.231,,False
-8.224,0,13.8202,4.8634,1355.75,5.604,4.2611,-5112.42,1,9600.86,12.732,-86149.74,0.73,-3500.688,4.332,-4.092,16167.266,-9686.42,-5.2998,,False
-22.6,1,12.1901,4.28522,-1942.65,5.275,3.49045,-5483.42,1,9507.66,6.702,-86157.24,1.73,-3396.57,2.0757,-3.374,16640.58,-10199.22,-4.5678,,False
-18.22,0,13.6074,8.424,1654.7,4.7339,3.51287,-4952.74,1,9158.44,4.104,-86307.18,1.73,-3730.47,2.5188,-0.6556,16570.78,-8869.22,-8.808,-10.54,False
-5.286,0,12.8238,5.6432,1693.05,7.592,4.776,-12915.22,0,10036.24,3.426,-85740.27,1.73,-3581.07,4.284,-2.285,15997.28,-10331.22,-4.23387,,False
-6.315,1,12.20902,6.0484,1589.81,5.0404,4.962,-4865.54,1,9714.14,11.667,-86376.78,0.73,-3416.28,4.743,-0.7644,16201.78,-9330.08,-8.295,-10.36,False
-38.5,0,14.75,5.8662,1865.15,4.841,3.9565,-5134.68,1,9891.64,0.43281,-86186.4,1.73,-3952.95,13.299,-1.6908,13405.98,-9484.26,-9.975,,True
-14.41,1,13.0638,4.8376,2127.85,7.419,6.619,-5427.62,0,9608.12,2.7174,-86034.78,1.73,-3588.96,2.022,-5.168,16740.38,-9691.22,-5.247,-11.13,False
-9.139,0,12.6456,4.4006,2012.55,6.133,5.009,-5188.16,0,10043.24,1.6512,-86012.31,1.73,-3637.86,5.727,-1.5318,17717.18,-9846.42,-14.535,,False
-6.342,1,12.6766,7.182,1572.755,7.32,4.0688,-4747.62,0,10183.24,7.71,-86175.9,1.73,-3487.521,5.37,-1.6058,16282.52,-9592.12,-5.2161,,True
-36.3,0,12.6124,6.644,1525.04,5.998,4.348,-5273.82,1,9772.28,4.29,-86129.67,0.73,-3528.042,1.5504,-2.12,15982.88,-13673.82,-6.4299,,False
-13.162,1,13.657,4.4812,1512.73,4.5321,4.73,-5190.46,1,9570.72,1.1934,-85395.87,1.73,-3705.27,5.034,-2.1828,15864.18,-9628.42,-5.1954,,False
-6.914,0,12.846,5.973,1524.77,5.378,4.0328,-4879.88,0,9752.78,3.399,-86161.2,0.73,-3427.44,4.77,-4.512,16626.38,-9533.8,-6.615,,True
-4.2551,1,12.9428,5.5128,1952.85,4.7376,3.6214,-5505.02,0,9205.04,7.272,-86102.569,0.73,-4322.85,8.088,-0.8472,15993.46,-9586.02,-6.4629,,False
-8.55,1,14.272,4.9178,1528.91,4.5055,3.7414,-5489.02,1,9784.54,1.8729,-86793.27,1.73,-3835.05,4.761,-4.666,15610.58,-10063.02,-5.8041,,True
-6.214,0,14.166,5.7084,2086.35,4.7917,4.497,-4764.02,0,9750.46,3.471,-86580.87,0.73,-3905.85,1.8249,-2.614,16996.78,-7051.82,-7.0347,,True
-9.051,0,12.5294,4.4678,1085.75,6.405,4.0733,-4789.22,0,9365.24,1.668,-86100.32,1.73,-3444.57,8.109,-0.6808,17407.98,-9329.44,-7.329,-11,True
-44.67,1,15.25,4.8364,1752.85,5.474,4.1022,-4705.22,0,9668.54,0.7677,-86350.23,0.73,-3553.26,4.248,-1.4308,19101.98,-9395.772,-4.6929,,False
-10.882,1,12.8516,5.474,1462.75,5.468,4.0132,-3630.42,1,9622.826,9.69,-85936.53,1.73,-3377.19,6.354,-3.844,16116.34,-9383.506,-4.7376,-11.84,False
-28.21,1,14.248,4.31392,2902.35,6.983,4.613,-5130.08,1,9807.3,2.2734,-86145.78,0.73,-3562.86,3.7161,-1.2396,16423.78,-9651.42,-6.9444,-10.5,False
-5.763,1,12.5012,11.53,1553.65,6.85,3.8498,-3902.02,1,9143.04,1.8909,-86060.58,0.73,-3436.59,1.746,-0.6546,18171.98,-7301.82,-5.1708,-10.41,False
-13.9,1,13.3818,10.696,1572.839,4.3264,4.3385,-5289.42,1,9959.84,1.1193,-86127.072,1.73,-4104.75,4.812,-2.2128,16811.38,-9839.02,-5.6211,-12.58,True
-21.15,0,12.6456,8.84,1707.25,5.1612,5.076,-5143,1,8394.44,4.248,-86167.98,0.73,-3921.45,1.5057,-0.6206,15682.98,-11386.22,-12.459,,False
-30.45,0,12.22554,8.944,1665.65,7.171,5.043,-4600.82,1,9739.16,3.426,-86096.352,0.73,-3533.217,4.128,-6.88,16112.86,-9469.46,-5.2239,-10.75,False
-3.987,0,12.7684,5.8578,1585.067,6.639,3.966,-5159.12,0,13852.24,5.967,-86134.35,0.73,-3522.849,7.125,-0.49082,16054.66,-9715.82,-7.413,,False
-6.185,0,12.5112,4.5374,1400.15,5.2194,4,-4867.44,1,9531.3,4.197,-86195.31,0.73,-3485.718,7.542,-3.088,15963.38,-9462.84,-5.6631,,False
-14.09,0,12.3332,10.774,1584.613,4.9816,4.805,-5233.18,1,9695.78,3.783,-85953.15,1.73,-3644.04,7.338,-1.9644,16591.98,-9534.76,-6.0318,-9.81,False
-4.071,0,13.8862,4.5062,2564.85,5.62,5.888,-5130.44,0,9667.72,2.1642,-86163.9,1.73,-3675.54,1.7046,-1.9852,15977.94,-10781.02,-9.924,,False
-18.3,0,12.160844,4.3061,3992.35,5.826,4.1981,-3407.02,0,11438.64,5.067,-86435.07,0.73,-3564.63,1.9257,-0.648,16540.78,-8922.62,-4.416,,True
-3.9723,0,12.8332,9.81,1699.55,4.3909,4.0742,-5036.68,1,9777.74,5.127,-86140.26,0.73,-5596.95,2.5221,-2.141,15878.58,-9567.26,-8.253,,False
-4.4063,1,14.278,4.9884,1424.35,7.109,3.52146,-4588.02,1,9585.72,1.1067,-86117.454,1.73,-3488.994,8.091,-6.256,15270.78,-9453.36,-4.893,-10.88,False
-12.294,1,16.174,4.93,1581.394,8.081,3.699,-4965.14,0,10245.24,0.5562,-86175.81,1.73,-3492.861,2.4657,-1.4716,17293.58,-10045.22,-7.965,-11.94,True
-6.514,1,12.171012,6.0276,1368.05,7.696,3.47071,-4877.72,1,9571.86,0.8457,-86057.16,0.73,-3466.11,3.5967,-4.678,20983.98,-9335.32,-6.5637,-10.52,False
-17.75,0,13.3528,6.0822,1492.11,4.5943,3.52454,-4650.42,0,9661.78,5.58,-86033.58,0.73,-3024.75,2.1069,-2.388,16565.58,-8858.62,-6.4671,,True
-5.229,1,12.6638,5.209,1515.6,6.185,3.686,-4492.82,1,9534.5,4.218,-86041.2,1.73,-3464.88,1.5735,-2.72,15989.04,-9215.34,-5.3901,-11.5,False
-8.954,1,12.396,4.8154,1177.25,5.1247,3.7833,-5136.7,1,9440.96,0.4875,-86092.701,1.73,-3529.065,2.2887,-2.654,23005.98,-9963.22,-8.673,,False
-14.86,1,12.3872,5.7414,1390.65,5.471,5.095,-5468.22,1,10240.84,0.5211,-86101.455,0.73,-3484.452,9.387,-1.0864,22257.98,-9607.42,-5.3091,,True
-26.38,1,12.17705,4.7578,2191.05,7.194,4.3632,-4836.22,0,9597.38,3.219,-86112.9,1.73,-3549.6,1.4466,-3.566,16082.46,-8295.82,-6.1365,-11.58,False
-13.313,1,12.479,4.4882,3399.35,4.8267,4.0692,-5437.02,1,9732.16,5.616,-87303.87,0.73,-4182.75,4.227,-5.616,16658.18,-9613.42,-6.2661,,True
-11.809,0,14.464,5.3948,1549.32,5.86,3.7579,-4726.42,1,9145.44,1.7841,-86069.49,1.73,-3473.88,2.5401,-1.0876,15688.18,-9285.22,-6.1356,-10.64,False
-6.704,0,12.9092,4.9898,1876.55,6.783,4.517,-4931.76,0,9584.74,7.143,-85879.62,1.73,-3544.89,1.6155,-2.3136,16416.78,-8432.82,-7.0041,-13.77,True
-18.88,1,14.878,4.6974,1650.71,4.9407,3.6244,-4994.44,1,9675.26,5.205,-86005.53,0.73,-3408.09,4.353,-1.93,16514.18,-9211.04,-17.676,,False
-15.01,1,14.1366,6.352,1775.25,5.486,4.0829,-5156.36,1,9766.14,10.83,-86100.785,1.73,-3671.1,4.0581,-3.638,16344.3,-9506.84,-5.6385,-12.17,True
-8.961,0,17.632,8.718,1577.5574,6.077,4.658,-5786.02,1,10404.64,1.1061,-85891.89,1.73,-3550.53,1.6023,-1.4932,15299.78,-14687.82,-5.1123,-11.94,True
-25.26,0,12.26106,7.292,1605.94,4.3934,3.465038,-6598.22,0,9877.44,0.9573,-86205.96,0.73,-5063.55,3.8814,-3.894,17781.18,-10329.22,-4.8825,-12.41,True
-6.963,1,12.163696,6.78,1548.13,4.8441,3.7912,-4980.62,1,9919.24,0.34692,-87044.07,0.73,-3158.25,7.23,-4.29,25333.98,-9462.2,-17.253,,True
-17.75,1,13.0964,7.476,1576.249,4.5117,4.914,-4837.62,1,9724.5,3.1464,-85971,0.73,-3275.7,1.4379,-5.382,16655.58,-10323.82,-6.2421,-12.87,True
-31.39,0,16.754,6.788,1698.05,5.583,3.54546,-5589.82,0,9407.44,7.11,-86007.96,1.73,-3742.53,5.943,-1.4064,16529.18,-9528.92,-5.8407,-12.26,True
-26.03,0,12.161163,5.7076,1814.55,5.293,3.8458,-1243.22,1,9811.34,0.7827,-86103.602,1.73,-3551.22,2.3631,-3.446,15563.38,-9437.78,-4.22685,,True
-10.959,1,12.5876,6.964,1790.75,5.707,3.8884,-5286.22,1,9977.44,9.351,-86091.252,0.73,-3729.15,1.5936,-2.0432,16413.18,-10869.02,-6.8979,-12.2,True
-10.959,0,13.227,6.1036,1454.95,5.568,4.588,-4724.82,1,10091.84,2.3241,-86865.87,0.73,-3344.52,2.2527,-2.1286,17183.38,-9775.62,-6.546,-12.55,True
-7.123,0,12.6262,5.4766,1720.45,5.1957,3.6144,-4654.82,1,10331.84,0.9642,-86305.5,1.73,-3533.574,1.5978,-1.2394,14212.78,-11673.82,-4.662,,True
-10.861,1,12.2062,5.1492,2222.15,4.36476,4.573,-4996.5,0,9947.04,1.1283,-86104.119,1.73,-5839.35,2.2152,-1.551,18467.98,-8835.22,-9.093,,True
-14.4,0,12.1875,7.17,1580.887,4.3707,3.7561,-4989.1,1,10233.24,11.103,-86206.77,0.73,-3230.67,5.658,-1.3064,16147,-9643.02,-6.7836,,False
-10.108,0,12.2909,7.952,1745.75,5.618,4.0945,-3797.62,1,9805.24,2.1276,-86042.52,0.73,-3630.06,2.9415,-4.142,16979.58,-9139.02,-4.473,-13.09,True
-9.167,0,12.18174,11.136,1625.09,7.504,3.8735,-4754.62,0,10847.04,0.7014,-86101.387,0.73,-3500.742,7.218,-0.7214,14548.78,-9356.52,-7.515,,False
-5.414,1,12.26984,4.727,2254.45,5.374,3.53373,-4185.82,1,13024.24,3.756,-86111.862,0.73,-3572.25,3.1977,-0.51516,16147.32,-9501.52,-4.6554,,True
-8.021,1,12.20034,6.35,1556.03,4.8196,4.0112,-5776.62,0,9844.24,1.1487,-86193.09,1.73,-3698.85,1.8612,-3.524,17967.58,-12143.82,-5.3139,,True
-5.91,0,14.052,6.0036,1503.34,4.4613,3.51952,-5141.3,1,11360.84,0.44574,-86134.38,0.73,-3595.86,1.7949,-0.71,15178.98,-12691.82,-11.127,-10.25,False
-13.375,1,12.7238,5.5746,1335.25,7.97,4.582,-5390.22,1,9375.84,5.778,-86101.4,0.73,-3515.649,1.623,-1.5572,16525.18,-11931.82,-6.1716,,False
-6.499,0,14.364,6.186,1777.05,6.548,4.574,-5303.02,0,9569.44,7.479,-86075.802,1.73,-3630.72,1.28415,-2.758,16410.58,-11067.42,-6.3384,,True
-7.537,0,13.0238,5.3344,1503.37,6.043,4.0806,-5006.36,1,10690.84,0.5808,-86144.73,1.73,-3449.13,1.7634,-0.8758,19325.98,-10211.42,-14.229,-12.65,True
-10.349,0,13.4962,4.3914,1518.95,6.468,5.377,-5334.82,1,9597.14,0.6309,-86139.12,1.73,-3544.02,4.932,-3.786,15480.78,-9678.62,-5.2224,,False
-7.282,0,12.9618,6.78,1480.2,4.5125,4.3905,-5657.62,1,10047.84,2.0424,-86017.2,0.73,-4044.15,3.8277,-0.9534,15497.78,-10640.22,-6.69,-11.56,False
-44.29,1,12.2272,5.782,1923.45,4.33818,5.72,-5251.88,0,9739.3,2.1834,-86143.47,0.73,-8443.05,5.712,-0.8422,16998.78,-9482.68,-7.371,,True
-7.205,0,12.32186,4.4588,1155.25,6.856,4.289,-5143.12,1,9722.58,0.42936,-85875.78,1.73,-3502.17,6.213,-9.022,16280.18,-9795.02,-8.463,,True
-13.142,0,12.4374,4.8876,2546.55,4.5586,4.81,-4783.22,0,9560.38,3.699,-86168.7,1.73,-4112.85,5.319,-3.156,16599.78,-8912.02,-8.151,-11.23,True
-10.863,1,12.30598,5.4214,1421.65,4.816,4.0695,-5009.1,0,7454.24,1.6266,-86051.25,1.73,-3449.34,4.473,-0.533,15229.78,-9630.42,-6.0183,-8.97,False
-7.202,1,12.163706,6.0526,1309.75,6.595,4.578,-5011.38,0,10066.84,0.8319,-86179.62,0.73,-3419.64,3.9909,-1.119,18741.98,-9792.62,-9.204,,True
-4.2212,0,12.28104,4.3534,2703.35,5.0005,3.6028,-4829.22,0,9945.24,2.0613,-86009.04,0.73,-3488.529,6.507,-1.2506,16875.78,-9265.48,-8.289,,True
-17.94,0,12.21304,9.044,1535.57,4.5065,4.2088,-10041.22,0,9613.7,3.192,-86116.248,1.73,-4078.35,1.5381,-0.6394,15673.78,-16099.82,-4.32363,-8.56,False
-8.021,0,12.22444,5.9496,1712.45,4.7987,3.9159,-5201.78,0,11307.04,2.2938,-86111.658,1.73,-3930.45,3.1416,-0.7524,15857.38,-10593.62,-11.673,,False
-5.447,1,13.7466,4.7124,1171.95,4.871,4.1835,-4831.42,0,10047.24,1.3221,-86029.59,1.73,-3190.05,1.32081,-1.3854,14979.58,-13737.82,-7.341,,True
-4.1491,0,12.24036,5.1042,1846.15,4.4054,4.3212,-6319.82,1,11562.84,3.447,-86028.39,0.73,-5769.15,1.31649,-0.6104,16795.38,-19675.82,-5.223,-10.89,True
-23.81,0,12.35588,4.26286,1168.35,4.4147,3.6239,-5405.62,1,9545.22,2.3715,-86482.17,1.73,-4069.95,2.6655,-1.5994,16050.04,-10230.62,-5.3901,,False
-28.09,0,12.7518,6.122,1796.85,4.5727,3.7359,-6673.42,1,10192.04,7.737,-86236.71,1.73,-4548.15,5.634,-1.371,16443.98,-9721.62,-4.7199,,True
-13.377,1,13.0512,5.6578,1744.75,4.4738,5.397,-5683.82,1,11163.04,3.84,-86124.681,1.73,-4369.35,5.697,-0.7656,16562.18,-9705.82,-5.037,,True
-13.041,1,12.22866,5.3414,1827.75,4.4964,3.609,-4969.68,0,9876.04,0.6246,-86098.507,1.73,-3693.15,4.44,-2.708,20147.98,-9353.68,-10.308,-11.38,True
-14.96,0,12.24498,7.382,1523.85,7.13,5.07,-5128.68,0,9627.356,3.1629,-86203.62,1.73,-3526.317,2.4345,-5.564,16121.4,-10635.42,-12.666,,False
-10.357,1,12.166282,4.7592,1243.85,4.8744,4.1828,-4822.42,1,13190.24,1.8573,-86124.477,1.73,-3208.8,5.175,-0.51486,17623.78,-9473.9,-7.245,,True
-6.193,1,19.068,6.198,1593.25,5.098,3.9922,-4602.82,0,9745.26,0.7887,-85858.47,1.73,-3416.25,2.7819,-5.212,19575.98,-9363.28,-5.6187,,True
-5.018,0,13.3194,9.532,1568.574,5.3,4.1022,-4994.82,1,9812.68,7.095,-89099.07,1.73,-3407.07,2.5959,-3.534,16465.18,-9492.84,-14.544,-12.66,True
-8.3,0,20.544,11.344,1663.24,6.249,4.0363,-3449.82,1,8466.64,0.8532,-86134.14,0.73,-3570.18,9.297,-0.647,18491.98,-9137.02,-4.8177,-12.94,True
-3.8842,0,12.5492,6.59,1486.06,4.7791,3.50206,-5081.86,0,9290.84,3.375,-86077.659,0.73,-3495.273,3.5808,-1.5894,15805.98,-9836.02,-11.085,-10.09,False
-11.224,0,15.02,5.0988,1599.71,5.2262,4.2061,-5016.6,0,10954.84,4.143,-86152.86,1.73,-3467.91,3.4794,-0.7076,16105.02,-9760.22,-12.018,,False
-18.23,0,13.686,4.6946,1235.05,4.5539,4.51,-2899.22,0,10015.44,0.7827,-86149.26,0.73,-2907.75,4.0926,-0.6286,18843.98,-9298.68,-4.4961,,True
-6.316,1,12.171678,4.766,1489.52,5.516,5.237,-5444.42,1,9582.34,4.281,-86193.48,0.73,-3599.16,1.7505,-5.214,16627.18,-10648.22,-5.487,-10.64,False
-33.56,0,13.067,4.482,1678.25,5.452,3.7952,-4796.42,0,10017.44,3.708,-86055.33,1.73,-3410.76,1.9089,-2.708,16439.78,-9925.22,-7.098,,True
-4.0936,0,13.4522,6.93,1638.32,4.35492,4.3756,-4461.42,0,9492.84,3.0105,-86506.17,1.73,-3706.29,3.8349,-3.074,16129.72,-9151.42,-5.3226,-12.05,False
-4.1895,0,13.2832,7.892,1592.85,4.7325,4.4428,-5141.06,1,12594.24,0.7683,-86064.24,0.73,-3567.81,2.0712,-0.613,15205.98,-11309.22,-6.8541,,False
-11.633,0,14.007,5.209,2046.35,4.6119,4.3068,-5174.66,1,10518.04,5.283,-85988.04,0.73,-4269.75,2.4378,-0.75,16122.1,-10133.62,-8.118,-12.46,False
-6.262,1,12.35586,8.972,1660.38,4.6727,3.8871,-4922.88,1,9888.84,0.8214,-86122.254,1.73,-3589.05,1.3611,-2.91,15358.78,-9572.38,-9.678,-12.03,True
-52.64,0,12.3842,4.6204,2523.25,4.8446,3.8378,-4954.72,0,9724.82,1.6734,-86016.72,1.73,-3718.98,2.1846,-5.086,16984.78,-9096.82,-8.715,-11.75,True
-7.795,1,14.46,5.6818,1909.35,5.0933,4.743,-5887.22,0,9372.44,1.8411,-86077.719,0.73,-3925.05,2.6688,-1.7524,15455.18,-9897.62,-4.9428,-10.52,False
-6.866,1,19.236,4.836,1368.05,6.092,4.519,-4479.42,1,9939.64,10.365,-86029.95,0.73,-3406.65,2.0766,-2.758,16160.694,-10106.02,-5.5185,,True
-7.621,0,12.2406,7.106,1709.15,5.0822,7.254,-3362.82,1,10341.04,7.2,-86098.225,0.73,-3595.2,2.1642,-1.1014,16143.44,-9556.6,-4.359,-10.51,False
-15.77,1,12.9974,5.5818,1675.36,5.83,3.9173,-5041.092,1,9059.64,0.7191,-86025.09,1.73,-3575.19,1.6182,-1.0032,14993.98,-9993.22,-5.2968,,False
-9.158,1,12.4064,5.6076,1896.55,4.6881,4.85,-4921.9,1,10749.04,8.121,-86268.75,0.73,-3750.39,5.655,-0.7518,16385.38,-9285.62,-8.568,-12.94,True
-17.85,1,12.4942,8.034,1564.46,4.5277,3.7757,-4677.42,1,10030.84,3.726,-86129.535,1.73,-3186.45,3.8127,-1.7872,16418.58,-9632.62,-5.2821,,True
-4.795,1,14.942,8.008,1615.42,5.575,3.52874,-5080.94,0,9679.98,1.4601,-86102.915,1.73,-3562.23,1.8408,-9.194,14833.38,-11277.62,-9.216,-11.63,True
-16.73,1,12.26652,5.2382,1380.55,4.5734,4.578,-5278.82,0,9814.06,2.175,-86046.33,0.73,-3426.6,3.4296,-3.298,16206.52,-10248.62,-5.9298,,False
-21.29,1,14.188,5.7652,1583.166,5.21,3.9315,-4971.58,0,9896.84,1.3596,-86185.74,1.73,-3452.01,2.2926,-3.198,16805.78,-10141.02,-7.875,-12.7,True
-11.574,1,12.32302,7.942,1689.45,8.609,4.0522,-5310.02,1,9585.52,0.6315,-86114.85,0.73,-3565.74,3.1092,-2.438,14781.98,-9730.22,-5.6907,-10.52,False
-17.44,0,12.6494,5.2192,1572.311,4.32879,3.53329,-5143.3,1,9736.3,3.234,-86294.1,0.73,-5320.35,3.8382,-1.3416,16687.58,-9812.82,-10.572,,True
-14.88,1,15.192,5.666,1784.35,6.118,3.8884,-4718.42,1,10008.44,3.564,-86120.958,0.73,-3499.158,2.0382,-2.676,16932.98,-8901.02,-6.7281,-12.14,True
-15.61,1,19.318,5.2038,2294.65,4.3736,3.8602,-4839.62,0,9759.34,5.847,-86086.683,1.73,-5556.45,4.482,-2.962,16065.32,-9223.86,-6.8916,-11.86,False
-9.485,0,13.1842,4.6298,2593.35,6.962,3.9563,-5021.96,1,9766.76,3.459,-86104.485,0.73,-3551.64,5.358,-6.716,16045.52,-9502.4,-14.565,-10.76,False
-10.955,0,12.5944,5.6942,1413.55,4.5001,4.0001,-6477.42,0,9711.48,2.0913,-86033.76,0.73,-3723.12,2.2074,-5.966,15900.98,-11893.82,-4.7763,,False
-8.529,1,12.162484,4.5052,1183.95,4.9165,3.9991,-5002.36,0,10196.24,8.631,-86191.86,0.73,-3291.06,4.665,-1.3912,16399.98,-9498.86,-15.54,,True
-9.721,1,12.4684,6.984,1495.5,4.7436,3.8298,-4667.42,1,9981.44,0.35133,-85994.37,1.73,-3011.85,3.4176,-3.438,24351.98,-9727.82,-6.2979,,True
-8.915,0,12.6398,5.8918,1523.56,5.441,4.0409,-5495.22,0,9573.42,1.8522,-86115.069,1.73,-3598.89,2.3478,-2.1588,16108.12,-10715.42,-5.7642,-11.39,False
-37.84,1,12.18376,8.022,1714.75,5.0668,3.8139,-5496.82,1,6952.24,0.5967,-86924.37,1.73,-3933.15,5.397,-0.45892,12863.98,-9569.8,-5.5887,,False
-8.59,0,12.18676,5.8322,1806.05,5.2168,3.6148,-3667.42,0,9623.656,2.0244,-86118.81,0.73,-3635.4,2.8452,-2.626,17206.38,-8952.62,-4.4073,-12.45,True
-7.995,0,12.34244,4.4236,3224.35,4.33174,4.905,-5108.2,1,9763.1,4.092,-86119.56,1.73,-7552.05,5.805,-0.6094,16389.78,-9435.3,-8.58,-9.33,False
-13.574,0,12.7758,6.752,1805.15,6.021,4.828,-4838.42,0,9947.24,2.523,-86044.14,1.73,-3608.7,1.4124,-1.6832,16632.98,-8172.62,-5.9055,-12.98,True
-16.95,1,12.33922,5.9844,1507.85,5.763,3.49657,-5580.82,1,9508.68,1.1592,-86196.33,0.73,-3595.65,1.4532,-2.2532,18273.98,-13057.82,-5.7489,-9.7,False
-22.79,1,15,4.857,2224.75,6.304,4.3467,-4434.82,1,9295.04,2.601,-85972.2,1.73,-3558.15,1.9272,-0.9632,16897.38,-7514.82,-5.5725,,False
-7.306,0,12.166594,6.0174,1404.95,5.924,3.9426,-5080.58,1,9722.84,1.1958,-86109.033,0.73,-3459.87,6.09,-5.838,17829.38,-9702.62,-14.364,-12.98,True
